,"X,Y","""Convertidores Estaticos""
20:AA:4B:AE:FD:0A","""FabLab""
AC:84:C6:3E:EF:51","""linksys""
00:25:9C:98:4B:7D","""AP_1612927617""
BC:54:F9:FC:7F:60","""Lab ERNC""
00:90:4C:91:00:03","""Vibraciones""
50:C7:BF:DD:C3:B3","""Baxter""
EC:22:80:F3:EB:EA","""Laboratorio de Redes""
48:F8:B3:22:4C:FA","""Lab Energia Renovable 2""
98:FC:11:54:32:53","""Microondas""
48:F8:B3:22:4D:4B","""Docentes FI""
0E:18:D6:CB:01:A4","""Sala Dise\xC3\xB1o""
0A:18:D6:CB:01:A4","""CE5CFB""
98:FC:11:E2:A6:A5","""Lab 212""
00:23:CD:18:65:9C","""Ing. Civil Telecomunicaciones""
00:1E:E5:7B:E0:BE","""Comunicaciones FP 2,4""
14:91:82:30:FD:F6"
4330,"(0,2)",-66,-71,-70,-72,-52,-76,-81,-77,-77,-79,-71,-77,-76,-65,-79,-78
4331,"(0,2)",-66,-71,-70,-72,-52,-75,-81,-77,-77,-79,-71,-77,-76,-65,-79,-78
4332,"(0,2)",-66,-71,-70,-72,-52,-75,-80,-77,-77,-79,-71,-77,-76,-66,-79,-78
4333,"(0,2)",-66,-72,-70,-72,-52,-75,-79,-77,-76,-79,-71,-77,-77,-65,-79,-78
4334,"(0,2)",-66,-72,-70,-72,-52,-76,-78,-77,-76,-79,-71,-77,-76,-65,-79,-78
4335,"(0,2)",-66,-72,-70,-72,-52,-76,-78,-77,-77,-79,-70,-77,-76,-64,-79,-78
4336,"(0,2)",-66,-72,-70,-72,-52,-76,-78,-76,-76,-79,-70,-77,-77,-66,-79,-78
4337,"(0,2)",-66,-72,-70,-71,-52,-76,-77,-76,-76,-79,-70,-77,-78,-66,-79,-78
4338,"(0,2)",-66,-72,-71,-70,-52,-74,-77,-77,-76,-79,-70,-77,-78,-64,-79,-78
4339,"(0,2)",-66,-72,-71,-71,-52,-74,-77,-77,-76,-79,-70,-77,-78,-64,-79,-78
4340,"(0,2)",-66,-71,-70,-71,-52,-74,-77,-77,-76,-79,-70,-77,-78,-65,-79,-78
4341,"(0,2)",-66,-71,-70,-71,-52,-73,-77,-77,-76,-79,-70,-77,-78,-65,-79,-78
4342,"(0,2)",-66,-71,-70,-71,-52,-74,-77,-77,-76,-79,-70,-77,-78,-62,-79,-78
4343,"(0,2)",-66,-70,-72,-71,-52,-75,-76,-77,-75,-79,-70,-77,-77,-63,-79,-78
4344,"(0,2)",-66,-70,-72,-71,-52,-75,-77,-77,-76,-79,-70,-77,-77,-65,-79,-78
4345,"(0,2)",-66,-70,-72,-71,-52,-75,-77,-77,-77,-79,-70,-77,-77,-65,-79,-78
4346,"(0,2)",-66,-70,-72,-71,-52,-76,-77,-77,-77,-79,-70,-77,-76,-64,-79,-78
4347,"(0,2)",-66,-70,-72,-71,-52,-76,-77,-77,-77,-79,-70,-77,-77,-64,-79,-78
4348,"(0,2)",-66,-70,-72,-71,-52,-76,-77,-77,-77,-79,-72,-77,-76,-64,-79,-78
4349,"(0,2)",-66,-71,-72,-71,-52,-75,-77,-77,-77,-79,-71,-77,-76,-64,-79,-78
4350,"(0,2)",-66,-71,-72,-72,-52,-74,-77,-77,-77,-79,-71,-77,-77,-63,-79,-78
4351,"(0,2)",-66,-71,-72,-71,-52,-74,-77,-77,-77,-79,-71,-77,-77,-63,-79,-78
4352,"(0,2)",-66,-71,-71,-72,-52,-75,-77,-77,-77,-79,-71,-77,-77,-62,-79,-78
4353,"(0,2)",-66,-71,-71,-72,-52,-74,-77,-77,-77,-79,-71,-77,-77,-62,-79,-78
4354,"(0,2)",-66,-71,-70,-72,-52,-74,-76,-77,-77,-79,-70,-77,-77,-63,-79,-78
4355,"(0,2)",-66,-70,-70,-72,-52,-74,-77,-77,-76,-79,-70,-77,-77,-64,-79,-78
4356,"(0,2)",-66,-70,-70,-72,-52,-75,-77,-77,-76,-79,-70,-77,-76,-63,-79,-78
4357,"(0,2)",-66,-70,-70,-72,-52,-75,-77,-77,-76,-79,-70,-77,-76,-64,-79,-78
4358,"(0,2)",-66,-70,-70,-72,-52,-75,-77,-77,-77,-79,-70,-77,-76,-65,-79,-78
4359,"(0,2)",-66,-70,-70,-72,-52,-75,-77,-77,-77,-79,-70,-77,-77,-65,-79,-78
4360,"(0,2)",-66,-70,-70,-72,-52,-75,-76,-77,-77,-79,-70,-77,-77,-65,-79,-78
4361,"(0,2)",-66,-70,-70,-72,-52,-75,-76,-77,-77,-79,-70,-77,-77,-64,-79,-78
4362,"(0,2)",-66,-70,-72,-72,-52,-74,-76,-77,-77,-79,-70,-77,-77,-62,-79,-78
4363,"(0,2)",-66,-70,-72,-72,-52,-75,-77,-77,-77,-80,-70,-77,-77,-63,-79,-78
4364,"(0,2)",-66,-70,-72,-72,-52,-75,-77,-77,-77,-80,-70,-77,-79,-71,-79,-78
4365,"(0,2)",-66,-70,-72,-72,-52,-74,-77,-77,-76,-79,-70,-77,-78,-69,-79,-78
4366,"(0,2)",-66,-70,-72,-72,-52,-74,-77,-77,-76,-79,-70,-77,-77,-64,-79,-78
4367,"(0,2)",-66,-70,-71,-72,-52,-73,-77,-77,-77,-79,-70,-77,-77,-69,-79,-78
4368,"(0,2)",-66,-70,-70,-72,-52,-73,-77,-77,-79,-79,-70,-77,-76,-67,-79,-78
4369,"(0,2)",-66,-70,-70,-72,-52,-73,-77,-76,-79,-79,-70,-77,-76,-65,-79,-78
4370,"(0,2)",-66,-70,-70,-73,-52,-73,-76,-76,-79,-79,-70,-77,-76,-64,-79,-78
4371,"(0,2)",-66,-70,-70,-73,-52,-73,-77,-76,-79,-79,-70,-77,-76,-65,-79,-78
4372,"(0,2)",-66,-70,-70,-72,-52,-74,-77,-76,-78,-79,-70,-77,-76,-64,-79,-78
4373,"(0,2)",-66,-70,-70,-72,-52,-75,-76,-76,-78,-79,-70,-77,-76,-64,-79,-78
4374,"(0,2)",-66,-70,-70,-72,-52,-75,-77,-77,-78,-79,-70,-77,-76,-65,-79,-78
4375,"(0,2)",-66,-70,-71,-72,-52,-75,-77,-77,-77,-79,-70,-77,-80,-66,-79,-78
4376,"(0,2)",-66,-70,-70,-72,-52,-74,-77,-77,-77,-79,-70,-77,-78,-65,-79,-78
4377,"(0,2)",-66,-70,-70,-72,-52,-75,-77,-77,-77,-79,-70,-77,-77,-67,-79,-78
4378,"(0,2)",-66,-70,-70,-72,-52,-75,-77,-77,-77,-79,-70,-77,-77,-64,-79,-78
4379,"(0,2)",-66,-71,-70,-72,-52,-75,-77,-77,-77,-79,-70,-77,-77,-64,-79,-78
4380,"(0,2)",-66,-71,-70,-72,-52,-74,-76,-77,-77,-79,-70,-77,-76,-65,-79,-78
4381,"(0,2)",-66,-71,-71,-72,-52,-74,-77,-77,-77,-79,-70,-77,-76,-70,-79,-78
4382,"(0,2)",-66,-71,-71,-72,-52,-74,-77,-76,-77,-79,-70,-77,-76,-70,-79,-78
4383,"(0,2)",-66,-70,-71,-72,-52,-75,-77,-76,-77,-79,-70,-77,-76,-64,-79,-78
4384,"(0,2)",-66,-70,-70,-72,-52,-74,-77,-77,-77,-79,-70,-77,-77,-63,-79,-78
4385,"(0,2)",-66,-70,-71,-72,-52,-73,-76,-77,-77,-79,-70,-77,-77,-64,-79,-78
4386,"(0,2)",-66,-70,-71,-72,-52,-73,-76,-76,-77,-79,-72,-77,-76,-65,-79,-78
4387,"(0,2)",-66,-70,-71,-72,-52,-74,-77,-77,-76,-79,-72,-77,-76,-65,-79,-78
4388,"(0,2)",-66,-70,-71,-72,-52,-75,-77,-77,-76,-79,-72,-76,-77,-65,-79,-78
4389,"(0,2)",-66,-70,-71,-72,-52,-75,-77,-77,-76,-79,-71,-76,-77,-64,-79,-78
4390,"(0,2)",-66,-71,-71,-71,-52,-74,-78,-77,-77,-79,-71,-76,-77,-65,-79,-78
4391,"(0,2)",-66,-71,-70,-71,-52,-74,-78,-77,-77,-79,-71,-77,-75,-67,-79,-78
4392,"(0,2)",-66,-71,-70,-71,-52,-73,-78,-77,-77,-79,-71,-77,-76,-64,-79,-78
4393,"(0,2)",-66,-71,-70,-71,-52,-73,-78,-77,-78,-79,-71,-77,-76,-63,-79,-78
4394,"(0,2)",-66,-71,-70,-72,-52,-74,-77,-77,-78,-79,-71,-77,-77,-64,-79,-78
4395,"(0,2)",-66,-71,-71,-72,-52,-75,-77,-77,-78,-79,-71,-77,-77,-65,-79,-78
4396,"(0,2)",-66,-71,-71,-72,-52,-75,-77,-77,-78,-79,-71,-77,-76,-64,-79,-78
4397,"(0,2)",-66,-71,-71,-72,-52,-75,-78,-77,-78,-79,-70,-77,-77,-66,-79,-78
4398,"(0,2)",-66,-71,-71,-71,-52,-75,-77,-77,-77,-79,-70,-77,-76,-66,-79,-78
4399,"(0,2)",-66,-71,-71,-71,-52,-74,-77,-77,-77,-79,-70,-77,-76,-68,-79,-78
4400,"(0,2)",-66,-71,-71,-76,-52,-74,-77,-76,-77,-79,-70,-77,-77,-67,-79,-78
4401,"(0,2)",-66,-71,-71,-74,-52,-74,-77,-76,-76,-83,-70,-77,-77,-64,-79,-78
4402,"(0,2)",-66,-72,-71,-74,-52,-74,-77,-76,-76,-80,-70,-77,-77,-64,-79,-78
4403,"(0,2)",-66,-72,-71,-73,-52,-74,-77,-76,-77,-79,-70,-77,-77,-65,-82,-78
4404,"(0,2)",-66,-72,-70,-72,-52,-75,-77,-76,-77,-79,-70,-77,-77,-68,-82,-78
4405,"(0,2)",-66,-71,-70,-72,-52,-75,-77,-76,-77,-79,-70,-77,-77,-66,-82,-78
4406,"(0,2)",-66,-71,-71,-72,-52,-76,-77,-76,-76,-79,-70,-77,-76,-65,-81,-78
4407,"(0,2)",-66,-71,-70,-72,-52,-76,-77,-77,-77,-79,-70,-77,-76,-65,-81,-78
4408,"(0,2)",-66,-71,-70,-72,-52,-76,-77,-77,-77,-79,-70,-77,-77,-65,-81,-78
4409,"(0,2)",-66,-71,-70,-72,-52,-75,-77,-77,-76,-79,-70,-77,-77,-65,-81,-78
4410,"(0,2)",-66,-71,-70,-72,-52,-74,-77,-77,-76,-79,-70,-77,-76,-69,-81,-78
4411,"(0,2)",-66,-71,-70,-72,-52,-74,-78,-77,-77,-81,-70,-77,-75,-66,-81,-78
4412,"(0,2)",-66,-71,-70,-72,-52,-74,-78,-77,-77,-81,-70,-77,-75,-70,-80,-78
4413,"(0,2)",-66,-71,-71,-72,-52,-74,-77,-77,-77,-80,-70,-77,-75,-66,-80,-78
4414,"(0,2)",-66,-71,-71,-72,-52,-74,-76,-77,-77,-80,-70,-77,-75,-65,-80,-78
4415,"(0,2)",-66,-71,-71,-72,-52,-74,-76,-77,-77,-80,-70,-77,-79,-65,-80,-78
4416,"(0,2)",-66,-71,-71,-72,-52,-75,-76,-77,-77,-80,-70,-77,-81,-65,-80,-78
4417,"(0,2)",-66,-71,-71,-71,-52,-76,-77,-77,-77,-80,-70,-77,-77,-64,-80,-77
4418,"(0,2)",-66,-71,-70,-71,-52,-75,-76,-77,-77,-79,-70,-77,-77,-63,-80,-77
4419,"(0,2)",-66,-71,-70,-71,-52,-75,-77,-77,-77,-79,-70,-77,-77,-62,-80,-77
4420,"(0,2)",-66,-71,-70,-71,-52,-74,-77,-77,-77,-79,-70,-77,-77,-62,-80,-77
4421,"(0,2)",-66,-71,-70,-71,-58,-74,-77,-77,-77,-79,-70,-77,-77,-63,-80,-77
4422,"(0,2)",-66,-71,-70,-71,-55,-75,-77,-77,-76,-79,-70,-77,-77,-63,-80,-77
4423,"(0,2)",-66,-71,-70,-71,-55,-74,-77,-77,-77,-79,-70,-76,-77,-66,-80,-77
4424,"(0,2)",-66,-71,-70,-71,-53,-74,-78,-76,-77,-79,-70,-76,-77,-67,-80,-77
4425,"(0,2)",-66,-71,-71,-72,-52,-74,-78,-76,-76,-79,-70,-77,-77,-65,-80,-77
4426,"(0,2)",-66,-71,-70,-72,-61,-74,-78,-76,-75,-79,-70,-77,-77,-64,-80,-77
4427,"(0,2)",-66,-71,-71,-71,-58,-75,-78,-77,-77,-79,-70,-77,-79,-65,-80,-77
4428,"(0,2)",-66,-71,-71,-71,-55,-75,-78,-76,-76,-79,-70,-77,-78,-64,-80,-77
4429,"(0,2)",-66,-71,-71,-71,-54,-75,-78,-76,-77,-79,-70,-77,-78,-62,-80,-77
4430,"(0,2)",-66,-71,-71,-71,-53,-75,-78,-76,-77,-79,-70,-77,-78,-64,-80,-77
4431,"(0,2)",-66,-71,-71,-71,-52,-74,-79,-76,-77,-79,-70,-77,-78,-65,-80,-77
4432,"(0,2)",-66,-71,-71,-71,-52,-74,-79,-77,-77,-79,-70,-77,-80,-65,-80,-77
4433,"(0,2)",-66,-71,-71,-71,-52,-74,-79,-77,-77,-79,-70,-77,-78,-65,-80,-77
4434,"(0,2)",-66,-71,-71,-71,-52,-74,-79,-77,-77,-79,-70,-77,-78,-64,-80,-77
4435,"(0,2)",-66,-70,-71,-71,-52,-75,-79,-77,-76,-79,-70,-77,-77,-64,-80,-77
4436,"(0,2)",-66,-70,-71,-71,-52,-75,-78,-77,-76,-79,-70,-77,-78,-65,-80,-77
4437,"(0,2)",-66,-70,-71,-71,-52,-74,-78,-77,-77,-79,-70,-77,-76,-64,-79,-77
4438,"(0,2)",-66,-70,-70,-71,-52,-75,-78,-77,-76,-79,-70,-77,-76,-64,-79,-77
4439,"(0,2)",-66,-70,-70,-72,-52,-75,-77,-77,-75,-79,-70,-77,-77,-64,-79,-77
4440,"(0,2)",-66,-70,-70,-72,-52,-74,-77,-77,-75,-79,-70,-77,-77,-63,-79,-77
4441,"(0,2)",-66,-70,-70,-72,-52,-74,-77,-77,-75,-79,-70,-77,-77,-62,-79,-77
4442,"(0,2)",-66,-70,-70,-72,-52,-74,-77,-77,-74,-79,-70,-77,-77,-62,-79,-77
4443,"(0,2)",-66,-70,-71,-72,-52,-74,-77,-77,-75,-79,-70,-77,-79,-62,-79,-77
4444,"(0,2)",-66,-70,-71,-72,-52,-75,-78,-77,-75,-79,-70,-77,-76,-66,-79,-77
4445,"(0,2)",-66,-70,-71,-72,-52,-74,-78,-77,-75,-79,-70,-77,-77,-65,-79,-77
4446,"(0,2)",-66,-70,-73,-72,-54,-74,-78,-77,-74,-79,-70,-77,-77,-64,-79,-77
4447,"(0,2)",-66,-70,-72,-72,-53,-74,-78,-77,-75,-79,-70,-77,-77,-62,-79,-77
4448,"(0,2)",-66,-70,-72,-72,-52,-74,-78,-77,-76,-79,-70,-77,-77,-63,-79,-77
4449,"(0,2)",-66,-70,-71,-71,-52,-74,-77,-77,-76,-79,-70,-77,-77,-63,-79,-77
4450,"(0,2)",-66,-70,-71,-71,-52,-75,-77,-77,-76,-79,-70,-77,-76,-62,-79,-77
4451,"(0,2)",-66,-70,-71,-71,-52,-74,-77,-78,-75,-79,-70,-77,-75,-66,-79,-77
4452,"(0,2)",-66,-70,-71,-70,-52,-75,-77,-78,-75,-79,-70,-77,-76,-63,-79,-77
4453,"(0,2)",-66,-70,-71,-71,-52,-74,-77,-78,-76,-79,-70,-77,-77,-64,-79,-77
4454,"(0,2)",-66,-71,-71,-71,-52,-75,-77,-78,-77,-79,-70,-77,-77,-69,-79,-77
4455,"(0,2)",-66,-71,-71,-71,-52,-74,-78,-78,-77,-79,-70,-77,-77,-65,-79,-77
4456,"(0,2)",-66,-71,-71,-71,-52,-76,-77,-78,-77,-79,-70,-77,-77,-65,-79,-77
4457,"(0,2)",-66,-71,-71,-71,-52,-76,-77,-78,-76,-79,-70,-77,-77,-64,-79,-77
4458,"(0,2)",-66,-71,-71,-71,-52,-76,-77,-78,-76,-79,-70,-77,-76,-62,-79,-77
4459,"(0,2)",-66,-71,-71,-71,-52,-76,-77,-78,-76,-79,-70,-77,-77,-63,-79,-77
4460,"(0,2)",-66,-71,-71,-71,-52,-75,-77,-78,-76,-79,-70,-77,-76,-63,-79,-77
4461,"(0,2)",-66,-71,-70,-71,-52,-74,-77,-78,-77,-79,-70,-77,-75,-65,-79,-78
4462,"(0,2)",-66,-71,-70,-71,-52,-75,-77,-78,-77,-79,-70,-77,-76,-63,-79,-78
4463,"(0,2)",-66,-71,-71,-71,-52,-74,-77,-78,-77,-79,-70,-77,-76,-62,-79,-78
4464,"(0,2)",-66,-71,-71,-71,-52,-74,-77,-77,-77,-79,-70,-77,-76,-64,-79,-78
4465,"(0,2)",-66,-71,-71,-71,-52,-75,-77,-77,-77,-79,-70,-77,-76,-64,-79,-78
4466,"(0,2)",-66,-71,-71,-72,-52,-75,-77,-77,-77,-79,-70,-77,-77,-62,-79,-78
4467,"(0,2)",-66,-70,-71,-72,-52,-74,-76,-77,-77,-79,-70,-77,-77,-64,-79,-78
4468,"(0,2)",-66,-70,-71,-72,-52,-75,-77,-77,-77,-79,-70,-77,-79,-65,-79,-77
4469,"(0,2)",-66,-70,-71,-71,-52,-75,-77,-77,-77,-79,-70,-77,-78,-67,-79,-77
4470,"(0,2)",-66,-72,-71,-71,-52,-74,-77,-77,-78,-79,-70,-77,-78,-66,-79,-77
4471,"(0,2)",-66,-72,-71,-71,-52,-75,-77,-77,-78,-79,-70,-77,-78,-65,-79,-77
4472,"(0,2)",-66,-72,-71,-71,-52,-76,-77,-77,-78,-79,-70,-77,-78,-65,-79,-77
4473,"(0,2)",-66,-71,-71,-71,-52,-76,-77,-77,-78,-79,-70,-77,-78,-68,-79,-77
4474,"(0,2)",-66,-71,-71,-71,-52,-76,-77,-77,-78,-79,-70,-77,-78,-71,-79,-77
4475,"(0,2)",-67,-71,-71,-71,-52,-76,-77,-77,-78,-79,-70,-77,-78,-66,-79,-77
4476,"(0,2)",-67,-71,-71,-71,-52,-76,-76,-76,-80,-79,-70,-77,-78,-64,-79,-77
4477,"(0,2)",-67,-71,-71,-72,-52,-77,-76,-77,-79,-79,-70,-77,-78,-63,-79,-77
4478,"(0,2)",-67,-72,-71,-72,-52,-76,-77,-77,-78,-79,-70,-77,-78,-70,-79,-77
4479,"(0,2)",-67,-72,-72,-72,-52,-77,-77,-77,-78,-79,-70,-77,-78,-69,-79,-77
4480,"(0,2)",-67,-71,-72,-72,-52,-77,-77,-77,-78,-79,-70,-77,-77,-67,-79,-77
4481,"(0,2)",-67,-71,-72,-72,-52,-76,-76,-77,-77,-79,-70,-77,-77,-67,-79,-77
4482,"(0,2)",-67,-71,-72,-72,-52,-75,-77,-77,-77,-79,-70,-77,-77,-66,-79,-77
4483,"(0,2)",-67,-71,-72,-72,-52,-75,-77,-77,-77,-79,-70,-77,-77,-65,-79,-77
4484,"(0,2)",-67,-71,-72,-72,-52,-76,-76,-77,-77,-79,-70,-77,-77,-64,-79,-77
4485,"(0,2)",-67,-71,-71,-72,-52,-76,-77,-77,-77,-79,-70,-77,-77,-65,-79,-77
4486,"(0,2)",-67,-71,-72,-72,-52,-75,-77,-77,-76,-79,-70,-77,-77,-65,-79,-77
4487,"(0,2)",-67,-71,-72,-72,-52,-75,-77,-77,-77,-79,-70,-77,-79,-65,-79,-77
4488,"(0,2)",-67,-71,-72,-72,-52,-75,-77,-77,-77,-79,-70,-77,-78,-68,-79,-77
4489,"(0,2)",-67,-71,-71,-72,-52,-74,-77,-77,-77,-79,-70,-77,-78,-68,-79,-77
4490,"(0,2)",-67,-71,-71,-72,-52,-75,-77,-76,-77,-79,-70,-77,-78,-64,-79,-77
4491,"(0,2)",-67,-71,-70,-72,-52,-75,-76,-76,-77,-79,-70,-77,-78,-65,-79,-77
4492,"(0,2)",-67,-70,-70,-72,-52,-76,-77,-77,-77,-79,-70,-77,-78,-65,-79,-77
4493,"(0,2)",-67,-71,-70,-72,-52,-76,-77,-77,-77,-79,-70,-77,-78,-64,-79,-77
4494,"(0,2)",-67,-71,-70,-72,-52,-76,-77,-77,-77,-79,-70,-77,-78,-64,-79,-77
4495,"(0,2)",-67,-71,-70,-72,-52,-74,-77,-77,-77,-79,-70,-77,-78,-64,-79,-77
4496,"(0,2)",-67,-70,-71,-72,-52,-75,-77,-77,-77,-79,-70,-77,-78,-66,-79,-77
4497,"(0,2)",-67,-70,-71,-72,-52,-74,-77,-77,-75,-79,-70,-77,-80,-71,-79,-77
4498,"(0,2)",-67,-70,-71,-72,-52,-75,-77,-77,-76,-79,-70,-77,-79,-70,-79,-77
4499,"(0,2)",-67,-70,-72,-71,-52,-74,-77,-77,-76,-80,-70,-77,-79,-66,-79,-77
4500,"(0,2)",-67,-70,-72,-71,-52,-74,-77,-77,-76,-79,-70,-77,-79,-66,-79,-77
4501,"(0,2)",-67,-71,-72,-71,-52,-74,-78,-75,-77,-79,-70,-77,-79,-66,-79,-78
4502,"(0,2)",-67,-71,-72,-71,-52,-73,-78,-76,-76,-79,-70,-77,-78,-66,-79,-78
4503,"(0,2)",-67,-70,-71,-71,-52,-74,-77,-77,-77,-79,-70,-77,-78,-66,-79,-78
4504,"(0,2)",-67,-70,-71,-72,-52,-75,-77,-77,-77,-79,-70,-77,-76,-64,-79,-78
4505,"(0,2)",-67,-71,-71,-71,-52,-76,-78,-77,-78,-79,-70,-77,-77,-62,-79,-78
4506,"(0,2)",-67,-70,-71,-72,-52,-75,-76,-76,-78,-79,-70,-77,-76,-62,-79,-78
4507,"(0,2)",-67,-70,-71,-72,-52,-75,-76,-76,-77,-79,-70,-77,-76,-64,-79,-78
4508,"(0,2)",-67,-70,-71,-72,-52,-75,-76,-77,-76,-79,-70,-77,-77,-67,-79,-78
4509,"(0,2)",-67,-72,-71,-72,-52,-74,-77,-77,-76,-79,-70,-77,-76,-67,-79,-78
4510,"(0,2)",-67,-71,-71,-71,-52,-75,-76,-77,-77,-79,-70,-77,-76,-66,-79,-78
4511,"(0,2)",-67,-70,-71,-72,-52,-75,-77,-77,-77,-79,-70,-77,-76,-66,-79,-78
4512,"(0,2)",-67,-70,-71,-72,-52,-75,-76,-77,-77,-79,-70,-77,-77,-67,-79,-78
4513,"(0,2)",-67,-70,-71,-72,-52,-74,-77,-77,-77,-79,-70,-77,-77,-65,-79,-78
4514,"(0,2)",-67,-70,-71,-72,-52,-74,-77,-77,-76,-79,-70,-77,-77,-67,-79,-78
4515,"(0,2)",-67,-70,-71,-71,-52,-76,-77,-76,-77,-79,-70,-77,-77,-65,-79,-78
4516,"(0,2)",-67,-70,-70,-71,-52,-75,-77,-77,-77,-79,-70,-77,-77,-65,-79,-78
4517,"(0,2)",-67,-70,-70,-71,-52,-76,-77,-77,-77,-79,-70,-77,-77,-68,-79,-78
4518,"(0,2)",-67,-70,-70,-71,-52,-76,-76,-77,-76,-79,-70,-77,-77,-65,-79,-78
4519,"(0,2)",-67,-70,-71,-71,-52,-76,-76,-77,-77,-79,-70,-77,-77,-64,-79,-78
4520,"(0,2)",-67,-70,-71,-71,-52,-75,-76,-77,-76,-79,-70,-77,-77,-64,-79,-78
4521,"(0,2)",-67,-70,-71,-72,-52,-76,-76,-77,-76,-79,-70,-77,-77,-64,-79,-78
4522,"(0,2)",-67,-70,-71,-72,-52,-76,-76,-77,-76,-79,-70,-77,-77,-63,-79,-78
4523,"(0,2)",-67,-70,-71,-72,-52,-76,-76,-76,-76,-79,-70,-77,-76,-62,-79,-78
4524,"(0,2)",-67,-70,-71,-72,-52,-76,-77,-76,-76,-79,-70,-77,-76,-61,-79,-78
4525,"(0,2)",-67,-70,-71,-72,-52,-76,-77,-77,-77,-79,-70,-77,-76,-66,-79,-78
4526,"(0,2)",-67,-70,-71,-72,-52,-75,-77,-77,-77,-79,-70,-77,-77,-65,-79,-78
4527,"(0,2)",-67,-70,-71,-72,-52,-74,-76,-76,-76,-79,-70,-77,-77,-65,-79,-78
4528,"(0,2)",-67,-70,-71,-71,-52,-75,-77,-76,-76,-79,-70,-77,-77,-66,-79,-78
4529,"(0,2)",-67,-70,-71,-72,-52,-74,-76,-76,-76,-79,-70,-77,-77,-64,-79,-78
4530,"(0,2)",-67,-70,-71,-72,-52,-75,-77,-76,-76,-79,-70,-77,-77,-64,-79,-78
4531,"(0,2)",-67,-70,-71,-72,-52,-75,-77,-75,-76,-79,-70,-77,-76,-63,-79,-78
4532,"(0,2)",-67,-70,-71,-72,-52,-76,-77,-76,-75,-79,-70,-77,-76,-63,-79,-78
4533,"(0,2)",-67,-70,-71,-72,-52,-76,-76,-76,-75,-79,-70,-77,-77,-64,-79,-78
4534,"(0,2)",-67,-70,-71,-72,-52,-76,-77,-76,-76,-79,-70,-77,-77,-65,-79,-78
4535,"(0,2)",-67,-70,-71,-71,-52,-76,-76,-77,-76,-79,-72,-77,-77,-64,-79,-78
4536,"(0,2)",-67,-70,-71,-71,-52,-75,-76,-77,-77,-79,-71,-77,-76,-67,-79,-78
4537,"(0,2)",-67,-70,-71,-71,-52,-74,-77,-77,-77,-79,-71,-77,-80,-65,-79,-78
4538,"(0,2)",-67,-70,-71,-71,-52,-74,-77,-76,-77,-79,-71,-77,-79,-65,-79,-78
4539,"(0,2)",-67,-70,-71,-71,-52,-75,-77,-76,-76,-79,-71,-77,-78,-64,-79,-78
4540,"(0,2)",-67,-71,-71,-71,-52,-75,-77,-76,-76,-79,-71,-77,-78,-65,-79,-78
4541,"(0,2)",-67,-71,-71,-71,-52,-76,-77,-77,-77,-79,-70,-77,-78,-65,-79,-78
4542,"(0,2)",-67,-70,-71,-71,-52,-75,-78,-77,-76,-79,-70,-77,-77,-65,-79,-78
4543,"(0,2)",-67,-70,-71,-71,-52,-76,-78,-77,-76,-79,-70,-77,-77,-64,-79,-78
4544,"(0,2)",-67,-70,-71,-71,-57,-76,-79,-77,-77,-79,-70,-77,-76,-64,-79,-78
4545,"(0,2)",-67,-70,-71,-71,-54,-75,-78,-77,-76,-79,-70,-77,-76,-65,-79,-78
4546,"(0,2)",-67,-70,-71,-71,-53,-74,-78,-77,-76,-79,-70,-77,-76,-64,-79,-78
4547,"(0,2)",-67,-70,-71,-72,-52,-74,-78,-77,-76,-79,-70,-77,-76,-62,-79,-78
4548,"(0,2)",-67,-70,-71,-72,-52,-74,-78,-77,-76,-79,-70,-77,-77,-61,-79,-78
4549,"(0,2)",-67,-70,-71,-72,-52,-74,-77,-77,-75,-79,-70,-77,-77,-63,-79,-78
4550,"(0,2)",-67,-70,-71,-72,-52,-74,-77,-77,-75,-79,-70,-77,-77,-62,-79,-78
4551,"(0,2)",-67,-70,-71,-72,-52,-74,-77,-77,-76,-79,-70,-77,-77,-64,-79,-78
4552,"(0,2)",-67,-70,-71,-72,-52,-76,-77,-77,-75,-79,-70,-77,-77,-65,-79,-78
4553,"(0,2)",-67,-72,-71,-72,-52,-75,-77,-77,-76,-79,-70,-77,-77,-65,-79,-78
4554,"(0,2)",-67,-72,-71,-72,-52,-76,-77,-76,-76,-79,-70,-77,-77,-64,-79,-78
4555,"(0,2)",-67,-72,-71,-72,-52,-76,-77,-76,-76,-79,-70,-77,-77,-62,-79,-78
4556,"(0,2)",-67,-71,-71,-72,-52,-76,-77,-77,-77,-79,-70,-77,-77,-63,-79,-78
4557,"(0,2)",-67,-71,-71,-72,-52,-76,-77,-77,-77,-79,-70,-77,-77,-62,-79,-78
4558,"(0,2)",-67,-71,-71,-72,-52,-76,-77,-77,-76,-79,-70,-77,-77,-64,-79,-78
4559,"(0,2)",-67,-71,-71,-72,-52,-77,-77,-77,-77,-79,-70,-77,-77,-65,-79,-78
4560,"(0,2)",-67,-71,-71,-72,-52,-76,-77,-77,-77,-79,-70,-77,-77,-64,-79,-78
4561,"(0,2)",-67,-71,-71,-72,-52,-75,-76,-76,-77,-79,-70,-77,-77,-65,-79,-78
4562,"(0,2)",-67,-70,-71,-72,-52,-75,-76,-77,-77,-79,-70,-77,-77,-65,-79,-78
